"CODIGO
ALMACEN","NOMBRE
 CONTENEDOR",CIUDAD,PROYECTO/OBRA,"UNIDAD
 DE NEGOCIO",FAMILIA,SUBFAMILIA,IMPORTANCIA,"CODIGO
 ARTICULO","NOMBRE
 ARTICULO","NOMBRE ARTICULO
 PROVEEDOR",PROVEEDOR,"CODIGO ARTICULO
 PROVEEDOR",PRECIO PROVEEDOR,"COSTE
SOLUCIONES",PRECIO VENTA SOLUCIONES,IMPUTACIÓN TRANSPORTE,% IMPUTACIÓN TRANSPORTE,PRECIO VENTA + ENVÍO SOLUCIONES,TIPO DE CAMBIO EURO-DÓLAR,COSTE COMPRA DE SAEMA,COSTE DE SAEMA,"PRECIO 
UNITARIO","PRECIO 
COMPETENCIA",UNIDAD METRICA,"UD 
STOCK",CANTIDAD PENDIENTE DE SERVIR,"Calificación valor A, B o C","FACTOR
 MODIFICADOR
 VALOR","VALOR STOCK
DDP",ORIGEN DATOS,COSTE CONTENEDOR,COSTE FLETE,COSTE SEGURO,VOLUMEN (m3),UNIDAD MEDIDA VOLUMEN,% VOLUMEN UNITARIO,VOLUMEN BULTO(m3),UNIDADES POR BULTO,VOLUMEN TOTAL CARGA ENVIO (m3),COSTE ENVIO DE CADA m3
25,GLDU - 050734 - 1    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000409,Celda 1L/E 36kV,,,,,"3.205,00 €",4.006 €,,,4.591 €,"1,40",6.427 USD,7.712 USD,9.640 USD,,UNIDAD,1,,,1,7.712 USD,TARIFA EFACEC,,,,,m3,,,,,
25,GLDU - 050734 - 1    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000410,Celda 1CB/E 36kV,,,,,"9.959,00 €",12.449 €,,,14.265 €,"1,40",19.971 USD,23.965 USD,29.956 USD,,UNIDAD,1,,,1,23.965 USD,TARIFA EFACEC,,,,,m3,,,,,
25,GLDU - 050734 - 1    (Cor: Vinho) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000411,Celda modular,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,0,0 USD,CELDA DETERIORADA,,,,,m3,,,,,
27,GLDU - 052348 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000405,Celda M 24kV,,,,,,4.975 €,499 €,"10,02%",5.474 €,"1,40",7.663 USD,9.196 USD,11.495 USD,,UNIDAD,3,,,1,27.587 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"2,400",m3,"5,529%","2,400",1,"43,410","207,79 €"
27,GLDU - 052348 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000406,Celda 2L+1T 24kV,,,,,,5.562 €,447 €,"8,04%",6.009 €,"1,40",8.413 USD,10.096 USD,12.619 USD,,UNIDAD,4,,,1,40.382 USD,FRA. 9.052.09,3.360 €,18.173 €,1.702 €,"1,340",m3,"1,925%","1,340",1,"69,610","333,79 €"
27,GLDU - 052348 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000407,Celda 2L+1T 36kV,,,,,,10.508 €,744 €,"7,08%",11.252 €,"1,40",15.753 USD,18.904 USD,23.630 USD,,UNIDAD,6,,,1,113.424 USD,FRA. 9.052.09,3.360 €,18.173 €,1.702 €,"2,230",m3,"3,204%","2,230",1,"69,610","333,79 €"
27,GLDU - 052348 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000408,Celda M 36kV,,,,,,7.440 €,790 €,"10,61%",8.230 €,"1,40",11.521 USD,13.826 USD,17.282 USD,,UNIDAD,1,,,1,13.826 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"3,800",m3,"8,754%","3,800",1,"43,410","207,79 €"
27,GLDU - 052348 - 7    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000412,Celda unifluorc 3SF1,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000305,Aislador polimerico 24 kV,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,240,,,1,0 USD,,,,,,,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000307,Aislador rigido ceramico 15kV,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,75,,,1,0 USD,,,,,,,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000306,Pernos M22x600 con tuercas y arandela IP,,,,,"11,67 €",15 €,,,"16,72 €","1,40",23 USD,28 USD,"35,10 USD",,,284,,,1,7.975 USD,PEDIDO 113_14,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000308,Arquetas de registro 60x60cm IP,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,20,,,1,0 USD,,,,,,,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,C,0000000309,Cuadradillo M10,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,300,,,1,0 USD,,,,,,,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000310,Perfil polimero arqueta IP,,,,,,0 €,,,"0,11 €","1,40",0 USD,0 USD,"0,24 USD",,,5000,,,1,963 USD,FRA.12.045.12,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000311,Tornillo plastico arqueta IP,,,,,,0 €,,,"0,08 €","1,40",0 USD,0 USD,"0,17 USD",,,2000,,,1,270 USD,FRA.12.045.12,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000312,Tuerca plastico arqueta IP,,,,,,0 €,,,"0,03 €","1,40",0 USD,0 USD,"0,07 USD",,,2000,,,1,116 USD,FRA.12.045.12,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP OBRA,A,0000000313,Arandela plastico arqueta IP,,,,,,0 €,,,"0,03 €","1,40",0 USD,0 USD,"0,07 USD",,,500,,,1,29 USD,FRA.12.045.12,,,,,m3,,,,,
30,OCLU - 702250 - 9    (Cor: ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000360,CGBT 4x400A,,,,,,728 €,"79,65 €","10,94%","807,65 €","1,40",1.131 USD,1.357 USD,"1.696,07 USD",,UNIDAD,7,,,1,9.498 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"0,383",m3,"0,883%","1,150",3,"43,410","207,79 €"
31,NOWU - 494079 - 1,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000314,Cruzeta de amarre BP-15,,,,,,331 €,,,"379,29 €","1,40",531 USD,637 USD,"796,50 USD",,UNIDAD,32,,,1,20.390 USD,FRA. 10.054.10,,,,,m3,,,,,
31,NOWU - 494079 - 1,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APOYOS,A,0000000568,Apoyo celosía C2000/12,,,,,,943 €,,,"1.080,57 €","1,40",1.513 USD,1.815 USD,"2.269,19 USD",,UNIDAD,32,,,1,58.091 USD,FRA. 10.054.10,,,,,m3,,,,,
32,MLCU - 413654 - 0    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000315,Poste IP completo 4m,,,,,,77 €,,,"87,81 €","1,40",123 USD,148 USD,"184,40 USD",,UNIDAD,20,,,1,2.950 USD,FRA.12.045.12,,,,,m3,,,,,
32,MLCU - 413654 - 0    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000316,Poste IP recto 5m,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,4,,,1,0 USD,,,,,,,,,,,
32,MLCU - 413654 - 0    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000317,Poste IP recto 3m,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,16,,,1,0 USD,,,,,,,,,,,
32,MLCU - 413654 - 0    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP POSTES,A,0000000318,"Brazo curvo IP 1,5 m",,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,53,,,1,0 USD,,,,,,,,,,,
33,NOWU - 789633 - 1    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000404,Cuadro con Interruptor motorizado 1600A y conmutador Red-Grupo( incluye embarrados ),,,,,,14.598 €,,,"16.727,61 €","1,40",23.419 USD,28.102 USD,"35.127,97 USD",,UNIDAD,1,,,1,28.102 USD,FRA.,,,,,m3,,,,,
33,NOWU - 789633 - 1    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000403,Celda M24+ -PFA,,,,,,2.095 €,,,"2.400,63 €","1,40",3.361 USD,4.033 USD,"5.041,31 USD",,UNIDAD,1,,,1,4.033 USD,FRA.,,,,,m3,,,,,
33,NOWU - 789633 - 1    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000405,Celda M 24kV,,,,,,4.975 €,499 €,"10,02%","5.473,69 €","1,40",7.663 USD,9.196 USD,"11.494,74 USD",,UNIDAD,2,"1,00 USD",,1,18.392 USD,FRA. 13.048.13,2.737 €,5.763 €,520 €,"2,400",m3,"5,529%","2,400",1,"43,410","207,79 €"
33,NOWU - 789633 - 1    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CELDAS,A,0000000406,Celda 2L+1T 24kV,,,,,,5.562 €,447 €,"8,04%","6.009,28 €","1,40",8.413 USD,10.096 USD,"12.619,48 USD",,UNIDAD,15,,,1,151.434 USD,FRA. 9.052.09,3.360 €,18.173 €,1.702 €,"1,340",m3,"1,925%","1,340",1,"69,610","333,79 €"
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000027,Trafo 250 kVA 15kV,,,,,"3.900,00 €",4.875 €,,,"5.586,18 €","1,40",7.821 USD,9.385 USD,"11.730,98 USD",,UNIDAD,1,,,1,9.385 USD,TARIFA TESAR 2013,,,,,m3,,,,,
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000033,Trafo 800 kVA 30kV,,,,,"8.150,00 €",10.188 €,,,"11.673,69 €","1,40",16.343 USD,19.612 USD,"24.514,74 USD",,UNIDAD,1,,,1,19.612 USD,TARIFA TESAR 2013,,,,,m3,,,,,
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000034,Trafo 800 kVA 15kV,,,,,"7.175,00 €",8.969 €,,,"10.277,14 €","1,40",14.388 USD,17.266 USD,"21.582,00 USD",,UNIDAD,1,,,1,17.266 USD,TARIFA TESAR 2013,,,,,m3,,,,,
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000035,Trafo 50 kVA 30kV,,,,,"2.150,00 €",2.688 €,,,"3.079,56 €","1,40",4.311 USD,5.174 USD,"6.467,08 USD",,UNIDAD,5,,,1,25.868 USD,TARIFA TESAR 2013,,,,,m3,,,,,
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000036,Trafo 100 kVA 15kV,,,,,"2.450,00 €",3.063 €,,,"3.509,27 €","1,40",4.913 USD,5.896 USD,"7.369,46 USD",,UNIDAD,1,,,1,5.896 USD,TARIFA TESAR 2013,,,,,m3,,,,,
34,NOWU - 946618 - 1    (Cor: Vinho ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000037,Trafo 100 kVA 30kV,,,,,"2.700,00 €",3.375 €,,,"3.867,36 €","1,40",5.414 USD,6.497 USD,"8.121,45 USD",,UNIDAD,1,,,1,6.497 USD,TARIFA TESAR 2013,,,,,m3,,,,,
36,GSTU - 757015 - 0    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000020,Trafo  400 kVA 15kV,,,,,"4.650,00 €",5.813 €,,,"6.660,45 €","1,40",9.325 USD,11.190 USD,"13.986,94 USD",,UNIDAD,6,,,1,67.137 USD,TARIFA TESAR 2013,,,,,m3,,,,,
36,GSTU - 757015 - 0    (Cor: Laranja ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT TRANSFORMADOR,A,0000000030,Trafo  630 kVA 15kV,,,,,"5.775,00 €",7.219 €,,,"8.271,85 €","1,40",11.581 USD,13.897 USD,"17.370,88 USD",,UNIDAD,8,,,1,111.174 USD,TARIFA TESAR 2013,,,,,m3,,,,,
39,NOWU  - 550900 - 6    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,2000,,,1,20.121 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
39,NOWU  - 550900 - 6    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000360,CGBT 4x400A,,,,,,728 €,"79,65 €","10,94%","807,65 €","1,40",1.131 USD,1.357 USD,"1.696,07 USD",,UNIDAD,20,,,1,27.137 USD,FRA.13.048.13,2.737 €,5.763 €,520 €,"0,383",m3,"0,883%","1,150",3,"43,410","207,79 €"
39,NOWU  - 550900 - 6    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000482,CGBT 3x400A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,10,,,1,0 USD,,,,,,m3,,,,,
39,NOWU  - 550900 - 6    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000484,Conector acodado  250A 24kV 35-95mm2,,,,,,59 €,,,"67,38 €","1,40",94 USD,113 USD,"141,49 USD",,UNIDAD,4,,,1,453 USD,FRA. 10.046.10,,,,,m3,,,,,
39,NOWU  - 550900 - 6    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000483,Conector en T  K430TB 24kV,,,,,,154 €,,,"176,18 €","1,40",247 USD,296 USD,"369,98 USD",,UNIDAD,7,,,1,2.072 USD,FRA. 10.053.10,,,,,m3,,,,,
40,NOWU  - 550044 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT CABLE,A,0000000015,Cable 1x95 mm² Al 18/30 kV (m),,,,,,"5,16 €","0,83 €","16,05%","5,99 €","1,40",8 USD,10 USD,"12,58 USD",,METRO,5000,,,1,50.302 USD,FRA. 9.074.09,3.360 €,11.614 €,559 €,"0,005",m3,"0,005%","84,540",18.752,"84,540","183,73 €"
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000342,Abrazadera plastica D20/22,,,,0 €,"0,18 €",0 €,,,"0,26 €","1,40",0 USD,0 USD,"0,54 USD",,UNIDAD,98,,,1,42 USD,TARIFA SALTOKI,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000365,Abrazadera plastica D50,,,,1 €,"0,30 €",0 €,,,"0,43 €","1,40",1 USD,1 USD,"0,90 USD",,UNIDAD,103,,,1,74 USD,TARIFA SALTOKI,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000391,Abrazadera plastica PG21,,,,0 €,"0,24 €",0 €,,,"0,34 €","1,40",0 USD,1 USD,"0,71 USD",,UNIDAD,9,,,1,5 USD,TARIFA SALTOKI,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT ACCESORIOS,A,0000000379,"AD PM 400""R"" + CDT""R""",,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,3,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000384,Base aerea shucko 2P+TT 16A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000353,Base clavija 3P+N+TT 32A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,2,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000394,Borna porta-rele,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,3,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000334,Caja con tapa transparente 2 filas,,,,,,54 €,,,"61,59 €","1,40",86 USD,103 USD,"129,34 USD",,,6,,,1,621 USD,FRA. 11.059.11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000381,Caja derivacion 110x110,,,,,,2 €,,,"1,93 €","1,40",3 USD,3 USD,"4,04 USD",,UNIDAD,1,,,1,3 USD,FRA.11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000364,Caja derivacion 110x90,,,,,,2 €,,,"1,93 €","1,40",3 USD,3 USD,"4,04 USD",,UNIDAD,2,,,1,6 USD,FRA.11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000380,Caja derivacion 150x120,,,,,,5 €,,,"5,96 €","1,40",8 USD,10 USD,"12,51 USD",,UNIDAD,5,,,1,50 USD,FRA.11.059.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000366,Caja mecanismo superficial,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,31,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000065,Pintura acrilica blanca 1l,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000386,Calefactor cuadro electrico,,,,,,0 €,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,3,,,1,0 USD,DESMONTADO DE ALGÚN CUADRO ELÉCTRICO,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000389,Cartucho fusible 10x38 1A,,,,,,0 €,,,"0,34 €","1,40",0 USD,1 USD,"0,72 USD",,,9,,,1,5 USD,FRA. 12.045.12,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000388,Cartucho fusible 10x38 4A,,,,,,0 €,,,"0,40 €","1,40",1 USD,1 USD,"0,84 USD",,,2,,,1,1 USD,FRA. 12.045.12,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000387,Cartucho fusible 10x38 6A,,,,,,0 €,,,"0,46 €","1,40",1 USD,1 USD,"0,96 USD",,,2,,,1,2 USD,FRA. 12.045.12,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000374,Cartucho fusible APR 24kV 31A,,,,,,30 €,,,"34,38 €","1,40",48 USD,58 USD,"72,19 USD",,UNIDAD,2,,,1,116 USD,FRA. 13.079.13,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,MT,MT APARAMENTA,A,0000000375,Cartucho fusible APR 24kV 50A,,,,,,45 €,,,"51,56 €","1,40",72 USD,87 USD,"108,29 USD",,UNIDAD,4,,,1,347 USD,FRA. 13.079.13,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000331,Luminaria farola Na E40,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,2,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,IP,IP ACCESORIOS,A,0000000335,Globo farola,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,14,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000328,Cartucho fusible NH2 250A,,,,,,3 €,,,"3,74 €","1,40",5 USD,6 USD,"7,84 USD",,UNIDAD,106,,,1,665 USD,FRA. 10.046.10,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000352,Clavija aerea 2P+TT 32A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000354,Clavija aerea 3P+TT 16A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000385,Clavija aerea schucko 2P+TT 16A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000356,Conmutador 200A,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,1,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,A,0000000350,Tornillo abrazadera M10,,,,"0,12 €","0,06 €","0,08 €",,,"0,09 €","1,40","0,12 USD","0,14 USD","0,18 USD",,UNIDAD,25,,,1,"3,61 USD",Tarifa SALTOKI,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,AGUA,FONTANERIA,ACCESORIOS,A,0000000351,Tornillo abrazadera M6,,,,"0,07 €","0,04 €","0,04 €",,,"0,05 €","1,40","0,07 USD","0,08 USD","0,11 USD",,UNIDAD,40,,,1,"3,37 USD",Tarifa SALTOKI,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000349,Contactor GE CL01,,,,,,33 €,,,"37,60 €","1,40",53 USD,63 USD,"78,95 USD",,UNIDAD,3,,,1,189 USD,FRA. 11.035.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000367,Contactor LC1D09,,,,,,33 €,,,"37,60 €","1,40",53 USD,63 USD,"78,95 USD",,UNIDAD,1,,,1,63 USD,FRA. 11.035.11,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,BT,BT ACCESORIOS,A,0000000347,Contactos auxiliares LADN22,,,,,,,,,"0,00 €","1,40",0 USD,0 USD,"0,00 USD",,UNIDAD,10,,,1,0 USD,,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,OTROS,OTROS,OTROS,A,0000000355,Taco nylon D10,,,,,,0 €,,,"0,03 €","1,40",0 USD,0 USD,"0,07 USD",,UNIDAD,20,,,1,1 USD,FRA. 11.059..11,,,,,,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000357,IPTR 200A,,,,,,252 €,,,"288,76 €","1,40",404 USD,485 USD,"606,40 USD",,UNIDAD,5,,,1,2.426 USD,FRA. 9.037.09,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000358,IPTR 250A,,,,,,288 €,,,"330,01 €","1,40",462 USD,554 USD,"693,03 USD",,UNIDAD,7,,,1,3.881 USD,FRA. 9.037.09,,,,,m3,,,,,
41,TPOU  - 400522 - 1    (Cor: Verde ) de 40P,LAD,SAEMA-STOCKS,ENERGIA,CUADROS,CUADROS,A,0000000359,IPTR 400A,,,,,,441 €,,,"505,33 €","1,40",707 USD,849 USD,"1.061,20 USD",,UNIDAD,2,,,1,1.698 USD,FRA. 9.037.09,,,,,m3,,,,,
